"lfdnr";"lfdnr2";"Finanzposition";"Bezeichnung";"EinAus";"Teilabschnitt";"RQ";"FG";"SN";"AOB";"AnfZahlungsrueckstand";"LaufendesSoll";"GesamtSoll";"Ist";"SchliesslicheRueckstaende";"Voranschlag";"NachtragsVoranschlage";"GesamtVoranschlag";"UnterschiedLFDSollGesamtVAGuenstiger";"UnterschiedLFDSollGesamtVAUnguenstiger";"zahl";"pol1";"pol2";"pol3";"pol4";"pol5";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"polAgg3";"ecoAgg3";"polAgg5";"ecoAgg6";"year"
"1923";1923;"1.03300.456990";"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL";"AUSGABE";3300;23;1;"D";"BD00";"        118.46";"          0.00";"        118.46";"        118.46";"          0.00";"        400.00";"          0.00";"        400.00";"        400.00";"          0.00";"1";"0";"3";"3";"0";"0";"4";"5";"6";"9";"9";"0";"033";"456";"03300";"456990";"2011"
"1924";1924;"1.03300.457000";"DRUCKWERKE";"AUSGABE";3300;23;1;"D";"BD00";"          0.00";"        354.38";"        354.38";"        354.38";"          0.00";"        800.00";"          0.00";"        800.00";"        445.62";"          0.00";"1";"0";"3";"3";"0";"0";"4";"5";"7";"0";"0";"0";"033";"457";"03300";"457000";"2011"
"1925";1925;"1.03300.459000";"SONSTIGE VERBRAUCHSGÜTER";"AUSGABE";3300;23;1;"D";"BD00";"          0.00";"         58.44";"         58.44";"         58.44";"          0.00";"        200.00";"          0.00";"        200.00";"        141.56";"          0.00";"1";"0";"3";"3";"0";"0";"4";"5";"9";"0";"0";"0";"033";"459";"03300";"459000";"2011"
"1926";1926;"1.03300.459550";"SONSTIGE VERBRAUCHSGÜTER";"AUSGABE";3300;23;3;"D";"0804";"          8.05";"          0.00";"          8.05";"          8.05";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"3";"3";"0";"0";"4";"5";"9";"5";"5";"0";"033";"459";"03300";"459550";"2011"
"1927";1927;"1.03300.500000";"GELDBEZÜGE DER BEAMTEN DER VERWALTUNG";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"     213750.28";"     213750.28";"     213750.28";"          0.00";"     183000.00";"          0.00";"     183000.00";"          0.00";"      30750.28";"1";"0";"3";"3";"0";"0";"5";"0";"0";"0";"0";"0";"033";"500";"03300";"500000";"2011"
"1928";1928;"1.03300.500010";"GELDBEZÜGE DER BEAMTEN DER VERWALTUNG";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"       9447.48";"       9447.48";"       9447.48";"          0.00";"      11500.00";"          0.00";"      11500.00";"       2052.52";"          0.00";"1";"0";"3";"3";"0";"0";"5";"0";"0";"0";"1";"0";"033";"500";"03300";"500010";"2011"
"1929";1929;"1.03300.510000";"GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"     153627.54";"     153627.54";"     153627.54";"          0.00";"     175000.00";"          0.00";"     175000.00";"      21372.46";"          0.00";"1";"0";"3";"3";"0";"0";"5";"1";"0";"0";"0";"0";"033";"510";"03300";"510000";"2011"
"1930";1930;"1.03300.510010";"GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"       4410.01";"       4410.01";"       4410.01";"          0.00";"       5500.00";"          0.00";"       5500.00";"       1089.99";"          0.00";"1";"0";"3";"3";"0";"0";"5";"1";"0";"0";"1";"0";"033";"510";"03300";"510010";"2011"
"1931";1931;"1.03300.560000";"REISEGEBÜHREN";"AUSGABE";3300;20;0;"D";"BD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        400.00";"          0.00";"        400.00";"        400.00";"          0.00";"1";"0";"3";"3";"0";"0";"5";"6";"0";"0";"0";"0";"033";"560";"03300";"560000";"2011"
"1932";1932;"1.03300.563000";"SONSTIGE AUFWANDSENTSCHÄDIGUNGEN";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"       3676.48";"       3676.48";"       3676.48";"          0.00";"       4800.00";"          0.00";"       4800.00";"       1123.52";"          0.00";"1";"0";"3";"3";"0";"0";"5";"6";"3";"0";"0";"0";"033";"563";"03300";"563000";"2011"
"1933";1933;"1.03300.563100";"SONSTIGE AUFWANDSENTSCHÄDIGUNGEN";"AUSGABE";3300;20;0;"D";"BD00";"          0.00";"       1312.50";"       1312.50";"       1312.50";"          0.00";"       2000.00";"          0.00";"       2000.00";"        687.50";"          0.00";"1";"0";"3";"3";"0";"0";"5";"6";"3";"1";"0";"0";"033";"563";"03300";"563100";"2011"
"1934";1934;"1.03300.565000";"MEHRLEISTUNGSVERGÜTUNGEN";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"        574.69";"        574.69";"        574.69";"          0.00";"        300.00";"          0.00";"        300.00";"          0.00";"        274.69";"1";"0";"3";"3";"0";"0";"5";"6";"5";"0";"0";"0";"033";"565";"03300";"565000";"2011"
"1935";1935;"1.03300.565300";"MEHRLEISTUNGSVERGÜTUNGEN";"AUSGABE";3300;20;0;"D";"BD00";"          0.00";"      25166.57";"      25166.57";"      25166.57";"          0.00";"      20000.00";"          0.00";"      20000.00";"          0.00";"       5166.57";"1";"0";"3";"3";"0";"0";"5";"6";"5";"3";"0";"0";"033";"565";"03300";"565300";"2011"
"1936";1936;"1.03300.569000";"SONSTIGE NEBENGEBÜHREN";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"        949.79";"        949.79";"        949.79";"          0.00";"       1000.00";"          0.00";"       1000.00";"         50.21";"          0.00";"1";"0";"3";"3";"0";"0";"5";"6";"9";"0";"0";"0";"033";"569";"03300";"569000";"2011"
"1937";1937;"1.03300.580000";"DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"      17254.67";"      17254.67";"      17254.67";"          0.00";"      16800.00";"          0.00";"      16800.00";"          0.00";"        454.67";"1";"0";"3";"3";"0";"0";"5";"8";"0";"0";"0";"0";"033";"580";"03300";"580000";"2011"
"1938";1938;"1.03300.581000";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"      43726.17";"      43726.17";"      43726.17";"          0.00";"      45000.00";"          0.00";"      45000.00";"       1273.83";"          0.00";"1";"0";"3";"3";"0";"0";"5";"8";"1";"0";"0";"0";"033";"581";"03300";"581000";"2011"
"1939";1939;"1.03300.581500";"SONSTIGE DGB ZUR SOZIALEN SICHERHEIT";"AUSGABE";3300;20;0;"S";"BD00";"          0.00";"       8395.95";"       8395.95";"       8395.95";"          0.00";"       8500.00";"          0.00";"       8500.00";"        104.05";"          0.00";"1";"0";"3";"3";"0";"0";"5";"8";"1";"5";"0";"0";"033";"581";"03300";"581500";"2011"
"1940";1940;"1.03300.600000";"STROM";"AUSGABE";3300;24;1;"D";"0804";"        488.62";"          0.00";"        488.62";"        488.62";"          0.00";"       2900.00";"          0.00";"       2900.00";"       2900.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"0";"0";"0";"0";"0";"033";"600";"03300";"600000";"2011"
"1941";1941;"1.03300.600005";"STROM";"AUSGABE";3300;24;1;"D";"0804";"          0.00";"       2623.13";"       2623.13";"          0.00";"       2623.13";"          0.00";"          0.00";"          0.00";"          0.00";"       2623.13";"1";"0";"3";"3";"0";"0";"6";"0";"0";"0";"0";"5";"033";"600";"03300";"600005";"2011"
"1942";1942;"1.03300.614000";"INSTANDH. VON GEBÄUDEN";"AUSGABE";3300;24;3;"D";"0804";"       2292.04";"          0.00";"       2292.04";"       2292.04";"          0.00";"       5700.00";"          0.00";"       5700.00";"       5700.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"1";"4";"0";"0";"0";"033";"614";"03300";"614000";"2011"
"1943";1943;"1.03300.614005";"INSTANDH. VON GEBÄUDEN";"AUSGABE";3300;24;3;"D";"0804";"          0.00";"         57.10";"         57.10";"          0.00";"         57.10";"          0.00";"          0.00";"          0.00";"          0.00";"         57.10";"1";"0";"3";"3";"0";"0";"6";"1";"4";"0";"0";"5";"033";"614";"03300";"614005";"2011"
"1944";1944;"1.03300.617000";"INSTANDH. VON FAHRZEUGEN";"AUSGABE";3300;24;3;"D";"BD00";"          0.00";"         40.46";"         40.46";"         40.46";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"         40.46";"1";"0";"3";"3";"0";"0";"6";"1";"7";"0";"0";"0";"033";"617";"03300";"617000";"2011"
"1945";1945;"1.03300.618000";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";3300;24;3;"D";"BD00";"          0.00";"          7.70";"          7.70";"          7.70";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          7.70";"1";"0";"3";"3";"0";"0";"6";"1";"8";"0";"0";"0";"033";"618";"03300";"618000";"2011"
"1946";1946;"1.03300.618005";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";3300;24;3;"D";"0804";"          0.00";"         95.63";"         95.63";"          0.00";"         95.63";"          0.00";"          0.00";"          0.00";"          0.00";"         95.63";"1";"0";"3";"3";"0";"0";"6";"1";"8";"0";"0";"5";"033";"618";"03300";"618005";"2011"
"1947";1947;"1.03300.618030";"INSTANDH. VON SONSTIGEN ANLAGEN";"AUSGABE";3300;24;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"1";"8";"0";"3";"0";"033";"618";"03300";"618030";"2011"
"1948";1948;"1.03300.620000";"PERSONEN- UND GÜTERTRANSPORTE";"AUSGABE";3300;24;8;"D";"BD00";"          0.00";"        629.39";"        629.39";"        629.39";"          0.00";"        600.00";"          0.00";"        600.00";"          0.00";"         29.39";"1";"0";"3";"3";"0";"0";"6";"2";"0";"0";"0";"0";"033";"620";"03300";"620000";"2011"
"1949";1949;"1.03300.630000";"POSTDIENSTE";"AUSGABE";3300;24;1;"D";"MDPA";"          0.00";"       1554.86";"       1554.86";"       1554.86";"          0.00";"        500.00";"          0.00";"        500.00";"          0.00";"       1054.86";"1";"0";"3";"3";"0";"0";"6";"3";"0";"0";"0";"0";"033";"630";"03300";"630000";"2011"
"1950";1950;"1.03300.630100";"POSTDIENSTE";"AUSGABE";3300;24;1;"D";"BD00";"          0.00";"          0.55";"          0.55";"          0.55";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.55";"1";"0";"3";"3";"0";"0";"6";"3";"0";"1";"0";"0";"033";"630";"03300";"630100";"2011"
"1951";1951;"1.03300.631000";"TELEKOMMUNIKATIONSDIENSTE";"AUSGABE";3300;24;1;"D";"BD00";"          4.37";"          0.00";"          4.37";"          4.37";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"3";"1";"0";"0";"0";"033";"631";"03300";"631000";"2011"
"1952";1952;"1.03300.631200";"TELEKOMMUNIKATIONSDIENSTE";"AUSGABE";3300;24;1;"D";"BD00";"        308.77";"          0.00";"        308.77";"        308.77";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"3";"1";"2";"0";"0";"033";"631";"03300";"631200";"2011"
"1953";1953;"1.03300.631300";"TELEKOMMUNIKATIONSDIENSTE";"AUSGABE";3300;24;1;"D";"MDPA";"          3.62";"          0.00";"          3.62";"          3.62";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"3";"1";"3";"0";"0";"033";"631";"03300";"631300";"2011"
"1954";1954;"1.03300.650000";"ZINSEN FÜR FINANZSCHULDEN - INLAND";"AUSGABE";3300;25;8;"S";"SN21";"          0.00";"       7896.45";"       7896.45";"       7896.45";"          0.00";"       7700.00";"          0.00";"       7700.00";"          0.00";"        196.45";"1";"0";"3";"3";"0";"0";"6";"5";"0";"0";"0";"0";"033";"650";"03300";"650000";"2011"
"1955";1955;"1.03300.670000";"VERSICHERUNGEN";"AUSGABE";3300;24;8;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"0";"3";"3";"0";"0";"6";"7";"0";"0";"0";"0";"033";"670";"03300";"670000";"2011"
"1956";1956;"1.03300.670005";"VERSICHERUNGEN";"AUSGABE";3300;24;8;"D";"0804";"          0.00";"        166.23";"        166.23";"          0.00";"        166.23";"          0.00";"          0.00";"          0.00";"          0.00";"        166.23";"1";"0";"3";"3";"0";"0";"6";"7";"0";"0";"0";"5";"033";"670";"03300";"670005";"2011"
"1957";1957;"1.03300.700005";"MIETZINSE KÜNDIGUNGSVERZICHT";"AUSGABE";3300;24;8;"D";"0804";"          0.00";"      43194.07";"      43194.07";"          0.00";"      43194.07";"          0.00";"          0.00";"          0.00";"          0.00";"      43194.07";"1";"0";"3";"3";"0";"0";"7";"0";"0";"0";"0";"5";"033";"700";"03300";"700005";"2011"
"1958";1958;"1.03300.700700";"MIETZINSE KÜNDIGUNGSVERZICHT";"AUSGABE";3300;24;8;"D";"0804";"          0.00";"      13832.25";"      13832.25";"      13832.25";"          0.00";"      60000.00";"          0.00";"      60000.00";"      46167.75";"          0.00";"1";"0";"3";"3";"0";"0";"7";"0";"0";"7";"0";"0";"033";"700";"03300";"700700";"2011"
"1959";1959;"1.03300.700705";"MIETZINSE KÜNDIGUNGSVERZICHT";"AUSGABE";3300;24;8;"D";"0804";"          0.00";"       2932.13";"       2932.13";"          0.00";"       2932.13";"          0.00";"          0.00";"          0.00";"          0.00";"       2932.13";"1";"0";"3";"3";"0";"0";"7";"0";"0";"7";"0";"5";"033";"700";"03300";"700705";"2011"
"1960";1960;"1.03300.723000";"AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN";"AUSGABE";3300;24;9;"D";"BD00";"          0.00";"        234.18";"        234.18";"        234.18";"          0.00";"        200.00";"          0.00";"        200.00";"          0.00";"         34.18";"1";"0";"3";"3";"0";"0";"7";"2";"3";"0";"0";"0";"033";"723";"03300";"723000";"2011"
"1961";1961;"1.03300.728005";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";3300;24;8;"D";"0804";"          0.00";"         34.11";"         34.11";"          0.00";"         34.11";"          0.00";"          0.00";"          0.00";"          0.00";"         34.11";"1";"0";"3";"3";"0";"0";"7";"2";"8";"0";"0";"5";"033";"728";"03300";"728005";"2011"
"1962";1962;"1.03300.728007";"ENTGELTE FÜR SONSTIGE LEISTUNGEN";"AUSGABE";3300;24;9;"D";"MD00";"          0.00";"      33665.16";"      33665.16";"      33665.16";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      33665.16";"1";"0";"3";"3";"0";"0";"7";"2";"8";"0";"0";"7";"033";"728";"03300";"728007";"2011"
"1963";1963;"1.03300.728016";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG";"AUSGABE";3300;24;9;"D";"0804";"          0.00";"      13570.64";"      13570.64";"       6785.32";"       6785.32";"          0.00";"          0.00";"          0.00";"          0.00";"      13570.64";"1";"0";"3";"3";"0";"0";"7";"2";"8";"0";"1";"6";"033";"728";"03300";"728016";"2011"
"1964";1964;"1.03300.728026";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-SERVICE";"AUSGABE";3300;24;9;"D";"0804";"          0.00";"        216.00";"        216.00";"          0.00";"        216.00";"          0.00";"          0.00";"          0.00";"          0.00";"        216.00";"1";"0";"3";"3";"0";"0";"7";"2";"8";"0";"2";"6";"033";"728";"03300";"728026";"2011"
"1965";1965;"1.03300.728036";"ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-HAUSVERWALTUNG";"AUSGABE";3300;24;9;"D";"0804";"          0.00";"        675.11";"        675.11";"          0.00";"        675.11";"          0.00";"          0.00";"          0.00";"          0.00";"        675.11";"1";"0";"3";"3";"0";"0";"7";"2";"8";"0";"3";"6";"033";"728";"03300";"728036";"2011"
"1966";1966;"1.03300.728310";"ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN";"AUSGABE";3300;24;9;"D";"BD00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        200.00";"          0.00";"        200.00";"        200.00";"          0.00";"1";"0";"3";"3";"0";"0";"7";"2";"8";"3";"1";"0";"033";"728";"03300";"728310";"2011"
"1967";1967;"1.03400.040000";"FAHRZEUGE";"AUSGABE";3400;41;3;"D";"1001";"          0.00";"      22192.38";"      22192.38";"      22192.38";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"      22192.38";"1";"0";"3";"4";"0";"0";"0";"4";"0";"0";"0";"0";"034";"040";"03400";"040000";"2011"
"1968";1968;"1.03400.042000";"AMTSAUSSTATTUNG";"AUSGABE";3400;41;3;"D";"1001";"       3191.46";"       3404.73";"       6596.19";"       5561.31";"       1034.88";"       5000.00";"          0.00";"       5000.00";"       1595.27";"          0.00";"1";"0";"3";"4";"0";"0";"0";"4";"2";"0";"0";"0";"034";"042";"03400";"042000";"2011"
"1969";1969;"1.03400.070000";"AKTIVIERUNGSFÄHIGE RECHTE";"AUSGABE";3400;42;3;"D";"1001";"          0.00";"        466.75";"        466.75";"        179.71";"        287.04";"          0.00";"          0.00";"          0.00";"          0.00";"        466.75";"1";"0";"3";"4";"0";"0";"0";"7";"0";"0";"0";"0";"034";"070";"03400";"070000";"2011"
"1970";1970;"1.03400.346000";"INVESTITIONSDARLEHEN VON KREDITINSTITUTEN";"AUSGABE";3400;65;8;"S";"SN21";"          0.00";"      19406.12";"      19406.12";"      19406.12";"          0.00";"      18900.00";"          0.00";"      18900.00";"          0.00";"        506.12";"1";"0";"3";"4";"0";"0";"3";"4";"6";"0";"0";"0";"034";"346";"03400";"346000";"2011"
"1971";1971;"1.03400.400000";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";3400;23;1;"D";"1001";"        108.25";"       7389.02";"       7497.27";"       6797.25";"        700.02";"       7000.00";"          0.00";"       7000.00";"          0.00";"        389.02";"1";"0";"3";"4";"0";"0";"4";"0";"0";"0";"0";"0";"034";"400";"03400";"400000";"2011"
"1972";1972;"1.03400.400006";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG";"AUSGABE";3400;23;1;"D";"1001";"          0.00";"        651.80";"        651.80";"        651.80";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        651.80";"1";"0";"3";"4";"0";"0";"4";"0";"0";"0";"0";"6";"034";"400";"03400";"400006";"2011"
"1973";1973;"1.03400.400030";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";3400;23;3;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"3";"4";"0";"0";"4";"0";"0";"0";"3";"0";"034";"400";"03400";"400030";"2011"
"1974";1974;"1.03400.400990";"GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS";"AUSGABE";3400;23;3;"D";"MDIM";"        171.84";"          0.00";"        171.84";"        171.84";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"1";"0";"3";"4";"0";"0";"4";"0";"0";"9";"9";"0";"034";"400";"03400";"400990";"2011"
"1975";1975;"1.03400.403000";"HANDELSWAREN";"AUSGABE";3400;23;1;"D";"1001";"          0.00";"        405.34";"        405.34";"        405.34";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"        405.34";"1";"0";"3";"4";"0";"0";"4";"0";"3";"0";"0";"0";"034";"403";"03400";"403000";"2011"
"1976";1976;"1.03400.428000";"FERTIG BEZOGENE TEILE";"AUSGABE";3400;23;1;"D";"1001";"          0.00";"         16.95";"         16.95";"         16.95";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"         16.95";"1";"0";"3";"4";"0";"0";"4";"2";"8";"0";"0";"0";"034";"428";"03400";"428000";"2011"
"1977";1977;"1.03400.428550";"FERTIG BEZOGENE TEILE";"AUSGABE";3400;23;1;"D";"0804";"          0.00";"          0.00";"          0.00";"          0.00";"          0.00";"       1000.00";"          0.00";"       1000.00";"       1000.00";"          0.00";"1";"0";"3";"4";"0";"0";"4";"2";"8";"5";"5";"0";"034";"428";"03400";"428550";"2011"
